"","year","male","region","race","bday_m_cutoff","stem","education","income","score","varsity","single_parent_hh"
"19673",2015,0,6,2,128,0,12,28332,1060,0,1
"19674",2015,1,6,1,156,0,13,90563,1210,0,0
"19675",2015,0,6,1,-59,0,14,66360,1260,0,0
"19676",2015,0,6,2,160,0,15,49979,1330,0,0
"19677",2015,0,6,1,135,0,13,77797,1210,0,0
"19678",2015,1,6,1,-134,0,12,67205,1140,0,1
"19679",2015,1,6,1,-112,0,11,102035,1100,0,0
"19680",2015,1,6,1,150,0,15,68515,1330,0,1
"19681",2015,1,6,1,160,0,14,75154,1270,1,0
"19682",2015,0,6,2,-34,0,11,47924,1020,1,0
"19683",2015,1,6,3,41,0,12,64029,1100,1,0
"19684",2015,1,6,2,-99,0,9,52478,910,0,0
"19685",2015,1,6,2,-143,0,10,48311,980,0,0
"19686",2015,1,6,1,71,0,14,86526,1290,1,0
"19687",2015,1,6,1,-137,0,11,65091,1080,0,0
"19688",2015,0,6,1,124,0,13,57322,1180,0,1
"19689",2015,1,6,1,-87,0,15,85674,1350,1,0
"19690",2015,1,6,4,-118,0,15,56252,1320,0,0
"19691",2015,0,6,2,-35,0,11,30400,1020,0,0
"19692",2015,0,6,1,79,0,9,56349,920,0,0
"19693",2015,0,6,1,90,0,12,90183,1170,0,0
"19694",2015,1,6,1,89,0,12,68665,1130,0,0
"19695",2015,0,6,1,94,0,14,56808,1270,1,1
"19696",2015,0,6,2,159,0,11,39264,1020,0,0
"19697",2015,1,6,2,86,0,13,49334,1160,0,1
"19698",2015,0,6,1,-29,0,13,67671,1210,0,0
"19699",2015,0,6,1,100,0,14,65763,1290,0,0
"19700",2015,0,6,1,-156,0,13,52384,1190,0,1
"19701",2015,1,6,2,149,0,15,53755,1330,0,1
"19702",2015,0,6,2,-142,0,10,33803,950,0,0
"19703",2015,0,6,1,70,0,10,54159,980,0,1
"19704",2015,1,6,3,111,0,12,81603,1170,1,0
"19705",2015,1,6,1,85,0,14,93243,1290,0,0
"19706",2015,0,6,3,-38,0,12,35952,1090,1,1
"19707",2015,0,6,1,-37,0,11,47653,1030,0,1
"19708",2015,1,6,1,-6,0,11,76838,1070,0,1
"19709",2015,1,6,1,75,0,12,114942,1210,0,0
"19710",2015,1,6,3,-159,0,15,88380,1380,1,0
"19711",2015,1,6,1,131,0,14,66522,1250,0,1
"19712",2015,1,6,1,124,0,10,69408,990,0,0
"19713",2015,0,6,1,-139,0,10,68062,980,0,0
"19714",2015,1,6,1,149,0,13,78199,1230,0,0
"19715",2015,1,6,2,178,0,15,65717,1330,0,0
"19716",2015,0,6,1,29,0,20,80282,1600,1,0
"19717",2015,1,6,1,147,0,14,68512,1280,1,0
"19718",2015,1,6,1,25,0,13,87951,1230,0,0
"19719",2015,0,6,2,-2,0,9,33436,880,0,0
"19720",2015,1,6,1,118,0,11,82353,1090,0,1
"19721",2015,0,6,1,16,0,15,76228,1340,0,0
"19722",2015,1,6,2,-91,0,14,78097,1290,0,0
"19723",2015,0,6,1,-32,0,10,59783,970,0,0
"19724",2015,0,6,1,32,0,14,70734,1290,0,0
"19725",2015,0,6,1,34,0,16,77306,1440,1,0
"19726",2015,0,6,3,-67,0,10,38202,930,1,1
"19727",2015,1,6,5,149,0,10,72987,1010,0,0
"19728",2015,0,6,3,52,0,9,40622,890,0,1
"19729",2015,1,6,1,-23,0,13,64734,1170,0,1
"19730",2015,1,6,2,134,0,13,71740,1190,0,0
"19731",2015,1,6,1,112,0,12,90212,1150,0,0
"19732",2015,1,6,2,-140,0,15,34622,1310,0,1
"19733",2015,1,6,3,43,0,10,69570,1010,0,0
"19734",2015,0,6,3,-151,0,10,59000,960,0,0
"19735",2015,0,6,4,69,0,8,32688,820,0,1
"19736",2015,0,6,2,-160,0,10,45537,970,0,0
"19737",2015,1,6,4,15,0,9,48182,870,0,1
"19738",2015,1,6,1,133,0,18,87444,1570,0,0
"19739",2015,1,6,2,74,0,9,50886,880,0,0
"19740",2015,1,6,2,99,0,12,81850,1130,0,0
"19741",2015,0,6,1,137,0,11,70905,1090,0,0
"19742",2015,0,6,2,-44,0,12,42030,1110,0,0
"19743",2015,0,6,1,-85,0,16,73470,1400,0,0
"19744",2015,0,6,1,62,0,9,51543,900,0,1
"19745",2015,1,6,3,142,0,9,62022,890,0,0
"19746",2015,1,6,1,-86,0,12,74401,1130,1,0
"19747",2015,0,6,1,28,0,10,52091,980,0,1
"19748",2015,1,6,2,-44,0,12,55597,1130,0,0
"19749",2015,1,6,2,118,0,17,50762,1450,0,1
"19750",2015,0,6,3,-69,0,16,59671,1410,0,0
"19751",2015,1,6,2,-51,0,11,51800,1050,0,1
"19752",2015,0,6,1,165,0,8,44557,810,0,0
"19753",2015,0,6,1,-100,0,12,62401,1130,1,1
"19754",2015,0,6,1,-89,0,13,55532,1160,0,0
"19755",2015,1,6,1,54,0,16,88049,1460,0,0
"19756",2015,0,6,5,0,0,11,31601,990,0,1
"19757",2015,0,6,1,-86,0,10,47176,970,0,0
"19758",2015,1,6,5,32,0,15,55076,1310,0,0
"19759",2015,1,6,2,-121,0,14,51546,1220,1,0
"19760",2015,1,6,1,65,0,10,65914,990,0,1
"19761",2015,1,6,1,-85,0,12,91817,1190,1,0
"19762",2015,1,6,2,85,0,15,42574,1300,0,0
"19763",2015,0,6,2,148,0,11,31427,980,0,0
"19764",2015,0,6,1,76,0,12,44909,1070,0,1
"19765",2015,1,6,2,79,0,15,41101,1290,0,1
"19766",2015,1,6,1,16,0,11,81113,1060,0,0
"19767",2015,1,6,1,28,0,12,76095,1130,0,0
"19768",2015,0,6,2,101,0,10,40249,970,0,0
"19769",2015,1,6,1,136,0,13,81781,1230,1,0
"19770",2015,1,6,1,156,0,12,68343,1110,0,1
"19771",2015,1,6,1,-114,0,14,95697,1300,0,0
"19772",2015,0,6,1,101,0,10,47288,940,0,0
"19773",2015,0,6,1,137,0,16,60076,1380,1,0
"19774",2015,0,6,1,181,0,9,58007,910,0,0
"19775",2015,0,6,1,48,0,13,61526,1210,1,0
"19776",2015,0,6,2,115,0,14,63261,1260,0,0
"19777",2015,1,6,1,19,0,11,74602,1070,0,0
"19778",2015,0,6,1,-127,0,13,66503,1210,0,0
"19779",2015,1,6,1,109,0,16,82761,1410,0,0
"19780",2015,1,6,4,88,0,13,70335,1200,0,1
"19781",2015,1,6,1,42,0,12,74183,1140,0,0
"19782",2015,1,6,2,-17,0,10,54591,950,0,0
"19783",2015,0,6,2,-181,0,9,28408,880,0,0
"19784",2015,1,6,1,-128,0,13,91523,1240,1,0
"19785",2015,1,6,1,-115,0,12,92402,1170,1,0
"19786",2015,1,6,2,-12,0,8,42173,820,0,1
"19787",2015,1,6,3,-77,0,10,70046,990,0,0
"19788",2015,0,6,1,-112,0,10,53295,990,0,1
"19789",2015,1,6,1,-12,0,20,75802,1600,1,0
"19790",2015,1,6,1,-156,0,11,66226,1050,0,1
"19791",2015,1,6,1,137,0,12,86624,1180,0,0
"19792",2015,1,6,2,106,0,10,70248,1000,0,0
"19793",2015,0,6,2,89,0,12,28082,1080,0,1
"19794",2015,1,6,1,141,0,16,79492,1430,0,0
"19795",2015,0,6,1,90,0,13,69588,1210,0,0
"19796",2015,1,6,1,132,0,11,91262,1100,0,0
"19797",2015,0,6,2,179,0,10,34201,960,0,0
"19798",2015,0,6,1,117,0,10,61925,970,0,0
"19799",2015,0,6,1,-150,0,13,52970,1190,0,1
"19800",2015,1,6,1,-171,0,18,85028,1570,0,0
"19801",2015,1,6,2,153,0,9,37336,880,0,1
"19802",2015,0,6,2,160,0,12,47092,1090,0,0
"19803",2015,0,6,2,-146,0,10,22400,920,0,1
"19804",2015,1,6,1,-16,0,11,62449,1030,0,1
"19805",2015,0,6,3,-132,0,11,56976,1020,0,0
"19806",2015,0,6,3,-131,0,11,47930,1010,0,1
"19807",2015,0,6,4,104,0,13,69152,1190,0,0
"19808",2015,1,6,3,116,0,9,55205,900,0,0
"19809",2015,0,6,3,33,0,10,40563,970,0,1
"19810",2015,0,6,1,-143,0,13,72766,1200,1,0
"19811",2015,1,6,3,-132,0,10,55132,950,0,1
"19812",2015,0,6,1,158,0,9,47393,890,0,0
"19813",2015,1,6,1,21,0,17,83309,1510,1,0
"19814",2015,0,6,1,173,0,15,65679,1310,1,0
"19815",2015,1,6,3,146,0,11,61744,1060,1,0
"19816",2015,1,6,1,19,0,12,88583,1150,1,0
"19817",2015,0,6,1,-108,0,10,79034,1010,0,0
"19818",2015,0,6,3,-38,0,10,61996,980,0,0
"19819",2015,1,6,1,79,0,11,75524,1050,0,1
"19820",2015,0,6,1,-28,0,12,53774,1120,0,1
"19821",2015,0,6,1,-138,0,11,67990,1060,0,0
"19822",2015,0,6,1,157,0,17,75734,1510,0,0
"19823",2015,0,6,1,-150,0,15,54857,1310,0,1
"19824",2015,1,6,1,116,0,16,80294,1420,0,0
"19825",2015,0,6,1,64,0,15,68224,1360,0,0
"19826",2015,1,6,3,-23,0,9,54170,890,0,1
"19827",2015,1,6,2,-89,0,9,35370,850,0,1
"19828",2015,0,6,2,-167,0,8,29313,800,0,1
"19829",2015,0,6,1,38,0,9,66137,910,0,0
"19830",2015,1,6,2,119,0,17,70778,1490,0,0
"19831",2015,0,6,2,-84,0,12,29807,1050,0,1
"19832",2015,1,6,1,106,0,13,93830,1220,0,0
"19833",2015,1,6,4,-122,0,11,62507,1030,0,0
"19834",2015,0,6,1,-82,0,11,53737,1020,0,1
"19835",2015,1,6,1,-83,0,10,80999,1030,0,0
"19836",2015,0,6,2,-153,0,9,40446,890,0,1
"19837",2015,0,6,1,-139,0,13,72260,1220,0,0
"19838",2015,1,6,3,-30,0,9,58579,890,1,0
"19839",2015,1,6,1,-121,0,13,91363,1230,1,0
"19840",2015,0,6,1,-75,0,17,69285,1470,0,0
"19841",2015,0,6,1,-107,0,10,56652,970,0,0
"19842",2015,1,6,1,-145,0,15,78339,1330,0,1
"19843",2015,0,6,1,-134,0,14,54300,1250,0,0
"19844",2015,0,6,2,179,0,12,29673,1070,0,1
"19845",2015,0,6,1,90,0,9,55766,880,0,0
"19846",2015,0,6,2,121,0,10,61891,980,0,0
"19847",2015,0,6,1,-49,0,13,65877,1180,0,0
"19848",2015,0,6,5,141,0,11,42557,1040,1,1
"19849",2015,1,6,2,70,0,12,56035,1110,0,0
"19850",2015,0,6,2,-121,0,9,41640,890,0,0
"19851",2015,0,6,1,-53,0,11,63645,1050,1,0
"19852",2015,1,6,1,43,0,15,83809,1370,0,0
"19853",2015,0,6,1,78,0,14,67262,1250,0,0
"19854",2015,1,6,1,176,0,12,75480,1150,0,0
"19855",2015,0,6,2,170,0,12,22998,1060,0,1
"19856",2015,1,6,2,-30,0,12,39007,1110,0,1
"19857",2015,0,6,1,-152,0,11,65979,1070,1,0
"19858",2015,1,6,2,12,0,14,56150,1270,1,0
"19859",2015,1,6,2,113,0,10,45431,940,0,1
"19860",2015,1,6,1,-102,0,12,86795,1180,0,0
"19861",2015,0,6,2,-45,0,12,31951,1070,0,0
"19862",2015,0,6,1,14,0,13,62567,1170,0,0
"19863",2015,1,6,1,156,0,12,100855,1190,0,0
"19864",2015,0,6,2,-32,0,11,37609,1020,0,0
"19865",2015,0,6,2,-62,0,13,45871,1170,1,1
"19866",2015,0,6,3,-160,0,9,44592,890,0,0
"19867",2015,0,6,1,-155,0,9,60741,920,0,1
"19868",2015,1,6,1,16,0,12,75326,1120,0,0
"19869",2015,0,6,2,-166,0,8,12823,770,0,1
"19870",2015,1,6,1,107,0,15,72085,1350,0,1
"19871",2015,0,6,1,129,0,13,69976,1180,0,0
"19872",2015,1,6,1,-123,0,15,77036,1350,0,0
"19873",2015,1,6,1,-105,0,17,74741,1500,1,0
"19874",2015,1,6,1,100,0,12,64147,1110,0,1
"19875",2015,1,6,1,-58,0,12,66819,1150,1,1
"19876",2015,1,6,1,54,0,15,84760,1360,1,0
"19877",2015,0,6,1,97,0,11,57248,1020,0,0
"19878",2015,0,6,1,153,0,12,51750,1130,1,1
"19879",2016,1,6,2,67,0,12,35860,1100,0,1
"19880",2016,1,6,4,167,0,10,70449,1010,0,0
"19881",2016,1,6,1,-154,0,13,85852,1210,1,0
"19882",2016,0,6,2,170,0,10,30616,940,0,0
"19883",2016,0,6,1,-181,0,11,65170,1080,0,0
"19884",2016,0,6,3,-164,0,12,63375,1120,1,0
"19885",2016,0,6,1,137,0,15,62808,1320,0,0
"19886",2016,0,6,2,-26,0,15,50467,1320,0,0
"19887",2016,1,6,2,-155,0,9,47992,880,1,0
"19888",2016,0,6,2,165,0,14,42729,1250,0,0
"19889",2016,0,6,1,-89,0,10,43877,970,1,1
"19890",2016,0,6,1,-15,0,10,57635,970,0,1
"19891",2016,1,6,2,56,0,16,72747,1400,0,0
"19892",2016,1,6,1,94,0,12,90345,1180,0,0
"19893",2016,1,6,1,-158,0,12,66536,1110,1,1
"19894",2016,1,6,1,-50,0,10,67890,1000,0,1
"19895",2016,0,6,3,-19,0,12,48665,1090,0,0
"19896",2016,1,6,2,144,0,15,61570,1330,0,0
"19897",2016,0,6,1,25,0,14,58487,1260,0,1
"19898",2016,0,6,1,-78,0,9,52485,900,0,1
"19899",2016,1,6,1,-67,0,16,91790,1450,0,0
"19900",2016,0,6,1,79,0,15,81081,1380,0,0
"19901",2016,0,6,1,121,0,12,72555,1120,1,0
"19902",2016,0,6,2,-177,0,9,43989,900,0,0
"19903",2016,0,6,2,-54,0,13,31478,1120,0,1
"19904",2016,1,6,4,66,0,11,82227,1070,0,0
"19905",2016,1,6,1,-34,0,17,47328,1440,0,1
"19906",2016,0,6,1,171,0,10,72749,1020,0,0
"19907",2016,0,6,1,161,0,11,60705,1030,0,1
"19908",2016,1,6,1,-21,0,10,76537,1000,0,0
"19909",2016,0,6,1,1,0,12,43414,1070,0,1
"19910",2016,0,6,2,-72,0,9,34236,880,0,1
"19911",2016,1,6,1,-104,0,17,96433,1510,0,0
"19912",2016,1,6,1,118,0,20,95676,1600,0,0
"19913",2016,0,6,2,-133,0,14,36032,1240,0,1
"19914",2016,0,6,1,-74,0,10,73901,980,0,0
"19915",2016,1,6,5,119,0,13,67434,1220,0,0
"19916",2016,0,6,2,107,0,12,45261,1110,0,0
"19917",2016,0,6,1,-102,0,12,60503,1120,0,1
"19918",2016,1,6,1,10,0,14,97634,1300,0,0
"19919",2016,1,6,1,-12,0,11,90722,1110,0,0
"19920",2016,1,6,1,63,0,16,63332,1400,0,0
"19921",2016,1,6,1,-145,0,11,62740,1030,0,1
"19922",2016,0,6,4,-155,0,8,31689,790,0,1
"19923",2016,1,6,1,179,0,14,78481,1300,0,1
"19924",2016,0,6,1,95,0,10,66560,980,0,0
"19925",2016,1,6,2,-43,0,13,80761,1200,0,0
"19926",2016,0,6,1,33,0,10,67687,1010,0,0
"19927",2016,1,6,4,9,0,13,64159,1200,0,0
"19928",2016,1,6,1,-164,0,14,69773,1280,0,0
"19929",2016,1,6,1,-166,0,13,82094,1230,0,0
"19930",2016,1,6,3,18,0,13,76806,1220,0,0
"19931",2016,1,6,2,-10,0,12,44429,1090,0,1
"19932",2016,1,6,2,56,0,13,49319,1180,0,0
"19933",2016,1,6,2,77,0,11,45559,1040,0,1
"19934",2016,0,6,1,-114,0,14,79793,1310,0,0
"19935",2016,1,6,1,58,0,10,70065,980,0,1
"19936",2016,1,6,2,-63,0,13,57275,1170,0,0
"19937",2016,1,6,1,-23,0,11,82066,1080,0,0
"19938",2016,1,6,3,166,0,17,67770,1490,0,0
"19939",2016,0,6,2,-146,0,8,30415,790,0,1
"19940",2016,1,6,1,-115,0,13,69173,1220,1,1
"19941",2016,1,6,2,-139,0,10,55962,990,0,0
"19942",2016,1,6,1,108,0,15,74070,1350,0,1
"19943",2016,0,6,2,-170,0,9,42850,870,0,0
"19944",2016,0,6,2,-93,0,13,35897,1160,0,0
"19945",2016,0,6,1,-19,0,10,48283,940,1,1
"19946",2016,0,6,2,-11,0,13,50904,1190,0,0
"19947",2016,1,6,1,-65,0,11,86116,1100,0,0
"19948",2016,0,6,1,118,0,9,57389,920,0,1
"19949",2016,1,6,1,-113,0,14,76057,1280,0,0
"19950",2016,0,6,1,72,0,15,53882,1310,0,1
"19951",2016,1,6,1,-144,0,15,87269,1390,0,0
"19952",2016,0,6,1,-117,0,15,71320,1340,0,0
"19953",2016,0,6,1,19,0,11,50633,1010,1,1
"19954",2016,0,6,1,-53,0,12,69438,1130,0,0
"19955",2016,0,6,3,-89,0,14,41415,1240,0,1
"19956",2016,1,6,1,-97,0,15,83632,1340,1,0
"19957",2016,0,6,1,-67,0,8,47308,810,0,1
"19958",2016,0,6,2,34,0,12,20574,1080,0,1
"19959",2016,0,6,1,-15,0,12,58373,1120,0,0
"19960",2016,0,6,2,-141,0,8,22812,770,0,1
"19961",2016,1,6,4,75,0,13,66605,1210,0,0
"19962",2016,0,6,2,162,0,10,55961,990,0,0
"19963",2016,0,6,1,-74,0,11,81557,1080,0,0
"19964",2016,1,6,2,41,0,13,54614,1170,1,0
"19965",2016,1,6,1,19,0,17,79462,1510,0,0
"19966",2016,1,6,1,165,0,14,74641,1290,0,0
"19967",2016,1,6,2,4,0,12,67782,1150,0,0
"19968",2016,0,6,2,62,0,15,42172,1310,1,0
"19969",2016,1,6,3,62,0,18,66721,1540,1,0
"19970",2016,1,6,2,9,0,16,61042,1390,0,0
"19971",2016,1,6,3,108,0,13,52396,1190,1,1
"19972",2016,1,6,4,-3,0,11,58922,1040,0,1
"19973",2016,1,6,4,71,0,10,77589,990,1,0
"19974",2016,0,6,1,-16,0,12,48423,1110,0,1
"19975",2016,0,6,3,-27,0,10,41979,950,0,1
"19976",2016,1,6,4,173,0,12,49321,1120,0,1
"19977",2016,1,6,2,-172,0,14,69872,1270,0,0
"19978",2016,0,6,1,166,0,15,99958,1400,0,0
"19979",2016,0,6,1,-132,0,11,72675,1050,1,0
"19980",2016,0,6,1,-132,0,12,72842,1160,0,0
"19981",2016,1,6,2,131,0,11,70826,1070,0,0
"19982",2016,0,6,1,62,0,13,62232,1210,0,0
"19983",2016,1,6,4,57,0,11,81438,1080,0,0
"19984",2016,0,6,1,-87,0,10,48103,950,0,0
"19985",2016,0,6,2,179,0,14,41972,1220,0,0
"19986",2016,0,6,2,-135,0,10,47222,970,0,0
"19987",2016,1,6,3,50,0,16,53324,1380,1,0
"19988",2016,0,6,1,-36,0,13,94836,1220,0,0
"19989",2016,0,6,1,-143,0,13,65577,1190,0,0
"19990",2016,0,6,3,-35,0,13,33374,1130,0,1
"19991",2016,0,6,4,-71,0,10,62289,990,0,0
"19992",2016,0,6,2,117,0,12,30359,1070,1,1
"19993",2016,1,6,2,105,0,12,40975,1110,1,1
"19994",2016,0,6,3,148,0,10,36894,960,0,1
"19995",2016,0,6,3,-12,0,10,37171,950,0,1
"19996",2016,0,6,1,135,0,14,53153,1270,0,0
"19997",2016,1,6,1,24,0,11,65500,1070,0,1
"19998",2016,1,6,2,-94,0,14,68175,1270,0,0
"19999",2016,1,6,2,180,0,9,55559,920,0,0
"20000",2016,0,6,4,-69,0,10,38266,930,1,1
"20001",2016,0,6,1,85,0,11,63427,1050,0,0
"20002",2016,0,6,1,115,0,11,53120,1030,0,1
"20003",2016,0,6,4,98,0,11,42830,1020,0,1
"20004",2016,1,6,1,-26,0,10,68742,1010,0,1
"20005",2016,1,6,1,58,0,11,74091,1090,0,0
"20006",2016,1,6,2,136,0,11,51380,1030,0,0
"20007",2016,0,6,1,105,0,10,58187,970,0,1
"20008",2016,1,6,1,72,0,12,66207,1150,0,0
"20009",2016,1,6,1,164,0,12,71105,1140,0,1
"20010",2016,0,6,1,-178,0,15,63129,1330,0,1
"20011",2016,1,6,3,-92,0,10,54126,950,0,1
"20012",2016,1,6,2,-83,0,15,45188,1280,0,1
"20013",2016,0,6,1,-23,0,11,56109,1050,0,1
"20014",2016,0,6,1,-159,0,10,68430,980,0,0
"20015",2016,0,6,2,-52,0,9,34550,870,0,0
"20016",2016,0,6,3,63,0,9,63840,920,0,0
"20017",2016,1,6,1,138,0,12,69379,1120,0,1
"20018",2016,1,6,1,101,0,13,97744,1250,0,0
"20019",2016,0,6,1,181,0,14,72037,1280,0,0
"20020",2016,1,6,3,-176,0,9,57345,910,0,1
"20021",2016,1,6,1,-46,0,12,95644,1150,0,0
"20022",2016,1,6,3,-170,0,12,67288,1110,0,0
"20023",2016,0,6,1,-25,0,15,56080,1340,1,0
"20024",2016,1,6,1,-132,0,10,64906,990,0,1
"20025",2016,1,6,2,-70,0,13,53718,1160,0,0
"20026",2016,0,6,1,-142,0,12,68760,1130,0,0
"20027",2016,1,6,2,103,0,11,64049,1040,0,0
"20028",2016,1,6,2,-20,0,9,65738,900,0,0
"20029",2016,0,6,1,-19,0,18,53904,1500,0,1
"20030",2016,0,6,1,-130,0,16,80553,1420,0,0
"20031",2016,0,6,1,-104,0,17,73901,1510,1,0
"20032",2016,0,6,1,-173,0,9,65263,910,0,0
"20033",2016,1,6,1,115,0,10,62341,980,0,1
"20034",2016,1,6,1,-137,0,11,59631,1030,0,1
"20035",2016,1,6,2,22,0,14,44479,1210,0,1
"20036",2016,1,6,2,84,0,16,68814,1390,0,0
"20037",2016,0,6,3,151,0,11,58980,1070,0,0
"20038",2016,0,6,2,9,0,8,34059,780,0,1
"20039",2016,0,6,1,64,0,16,67486,1390,0,0
"20040",2016,1,6,1,14,0,18,97412,1570,1,0
"20041",2016,0,6,1,-15,0,10,56935,970,0,1
"20042",2016,1,6,1,-6,0,13,76316,1210,0,0
"20043",2016,0,6,1,76,0,12,43697,1080,0,0
"20044",2016,0,6,1,115,0,12,61567,1140,0,0
"20045",2016,0,6,2,90,0,8,30579,790,0,0
"20046",2016,1,6,4,57,0,17,79883,1480,1,0
"20047",2016,0,6,2,127,0,11,52464,1040,0,0
"20048",2016,1,6,1,-86,0,10,72386,1000,0,1
"20049",2016,0,6,1,-36,0,15,69823,1350,0,0
"20050",2016,0,6,1,46,0,13,81691,1200,1,0
"20051",2016,0,6,1,147,0,13,68642,1190,0,0
"20052",2016,0,6,1,-87,0,10,55335,990,0,1
"20053",2016,1,6,1,35,0,11,76686,1070,1,0
"20054",2016,1,6,1,93,0,12,66529,1130,0,1
"20055",2016,1,6,4,-156,0,15,52548,1290,0,1
"20056",2016,0,6,1,28,0,10,73738,990,0,0
"20057",2016,1,6,1,4,0,20,113114,1600,0,0
"20058",2016,0,6,2,-29,0,8,28877,770,0,1
"20059",2016,0,6,1,167,0,11,77032,1070,1,0
"20060",2016,0,6,1,8,0,16,66718,1400,0,0
"20061",2016,1,6,1,-149,0,11,81460,1060,0,0
"20062",2016,1,6,3,161,0,10,71273,1010,0,0
"20063",2016,1,6,1,-18,0,14,85341,1300,0,0
"20064",2016,1,6,1,-65,0,12,91804,1150,0,0
"20065",2016,0,6,1,-138,0,10,74401,990,0,0
"20066",2016,0,6,1,-59,0,10,52141,950,0,1
"20067",2016,1,6,1,-129,0,12,78020,1170,1,0
"20068",2016,0,6,2,180,0,8,35049,810,0,0
"20069",2016,0,6,1,-126,0,13,68770,1210,0,0
"20070",2016,1,6,1,-1,0,11,74305,1090,0,1
"20071",2016,1,6,1,-142,0,13,81454,1240,1,0
"20072",2016,1,6,1,173,0,15,87786,1350,1,0
"20073",2016,0,6,1,42,0,12,49011,1080,0,1
"20074",2016,0,6,3,56,0,11,72394,1060,0,0
"20075",2016,1,6,1,-127,0,12,67538,1140,0,1
"20076",2016,1,6,1,131,0,11,64257,1080,0,1
"20077",2016,0,6,2,-41,0,13,51330,1190,1,0
"20078",2016,0,6,3,-26,0,12,42817,1100,1,1
"20079",2016,0,6,3,40,0,15,37321,1270,0,0
"20080",2016,0,6,3,179,0,11,32511,1030,1,1
"20081",2016,0,6,1,-169,0,9,64131,940,0,0
"20082",2016,0,6,1,31,0,11,68630,1080,0,0
"20083",2016,1,6,1,-155,0,16,62257,1380,1,1
"20084",2016,1,6,4,-6,0,10,61340,1000,0,0
"20085",2016,0,6,1,-154,0,11,73686,1090,1,0
"20086",2016,1,6,1,-167,0,11,82043,1070,1,0
"20087",2016,0,6,5,-126,0,11,41899,1000,1,1
"20088",2016,1,6,1,-162,0,14,62299,1280,0,1
"20089",2016,1,6,4,-21,0,11,71938,1050,0,0
"20090",2016,0,6,2,-28,0,10,53287,950,1,0
"20091",2016,1,6,1,12,0,15,79337,1360,0,0
"20092",2016,0,6,1,-143,0,13,57878,1170,0,0
"20093",2016,1,6,2,4,0,13,39898,1150,0,1
"20094",2016,1,6,1,148,0,10,75327,1020,0,0
"20095",2016,0,6,1,37,0,10,64320,980,0,0
"20096",2016,0,6,2,-54,0,11,35867,1020,0,1
"20097",2016,1,6,2,153,0,9,39912,900,0,1
"20098",2016,1,6,1,45,0,10,62235,960,0,0
"20099",2016,0,6,4,-94,0,10,41852,950,0,1
"20100",2016,1,6,2,-146,0,14,52735,1240,1,0
"20101",2016,0,6,2,97,0,17,23254,1410,0,1
"20102",2016,0,6,1,84,0,11,46930,1010,0,0
"20103",2016,1,6,1,145,0,10,62623,1000,0,1
"20104",2016,0,6,1,-45,0,11,48051,1020,1,1
"20105",2016,0,6,1,-166,0,11,62260,1040,0,1
"20106",2016,0,6,1,-141,0,15,79598,1380,0,0
"20107",2016,0,6,1,-108,0,14,69020,1290,0,0
"20108",2016,0,6,1,131,0,12,55195,1120,1,1
"20109",2016,1,6,2,66,0,12,53384,1090,0,0
"20110",2016,1,6,3,111,0,11,56667,1020,0,1
"20111",2016,1,6,3,-52,0,9,51954,910,0,1
"20112",2016,0,6,1,-57,0,17,69548,1470,0,0
"20113",2016,1,6,2,-156,0,11,36343,1000,0,1
"20114",2016,0,6,3,122,0,10,56263,960,0,0
"20115",2016,1,6,2,-2,0,12,58170,1100,0,0
"20116",2016,0,6,2,-179,0,20,57009,1600,0,0
"20117",2016,1,6,1,-160,0,18,64846,1560,1,1
"20118",2016,1,6,3,-68,0,10,78460,990,0,0
"20119",2016,1,6,2,-100,0,12,75296,1140,0,0
"20120",2016,0,6,1,80,0,12,54045,1130,0,1
"20121",2016,0,6,1,-23,0,13,79956,1230,0,0
"20122",2016,1,6,1,133,0,13,72564,1210,0,1
"20123",2016,1,6,1,-136,0,11,87673,1090,1,0
"20124",2016,0,6,2,-100,0,8,34131,800,0,1
"20125",2016,1,6,3,-169,0,12,73905,1160,1,0
"20126",2016,0,6,1,-144,0,11,75824,1070,0,0
"20127",2016,0,6,2,88,0,8,32776,810,0,0
"20128",2016,0,6,1,149,0,14,55762,1260,0,1
"20129",2016,1,6,1,-45,0,13,85218,1250,0,0
"20130",2016,0,6,1,144,0,12,81026,1130,0,0
"20131",2016,1,6,1,-129,0,12,81259,1150,0,0
"20132",2016,1,6,1,-112,0,16,71027,1430,0,1
"20133",2016,1,6,1,87,0,15,115387,1410,0,0
"20134",2016,0,6,4,-109,0,10,72966,1010,1,0
"20135",2016,1,6,2,-7,0,8,41219,810,0,1
"20136",2016,1,6,1,-100,0,14,74360,1260,0,1
"20137",2016,1,6,1,-98,0,12,77163,1130,0,0
"20138",2016,0,6,2,154,0,9,19625,840,0,0
"20139",2016,0,6,1,-22,0,11,76822,1050,1,0
"20140",2016,0,6,1,-134,0,13,90427,1210,0,0
"20141",2016,0,6,3,91,0,8,45475,840,0,0
"20142",2016,0,6,3,179,0,12,37953,1100,0,1
"20143",2016,1,6,1,132,0,11,79407,1070,1,0
"20144",2016,0,6,2,-49,0,12,55542,1130,0,0
"20145",2016,1,6,4,-153,0,13,65742,1190,0,0
"20146",2016,0,6,3,-183,0,10,48524,950,0,0
"20147",2016,1,6,2,152,0,12,72633,1140,0,0
"20148",2016,0,6,3,-35,0,9,52852,880,0,0
"20149",2016,0,6,1,102,0,15,71227,1320,0,0
